0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,0
60,1
61,0
62,0
63,0
64,1
65,0
66,0
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,2
75,5
76,4
77,4
78,10
79,15
80,14
81,27
82,42
83,39
84,50
85,55
86,73
87,78
88,95
89,98
90,98
91,119
92,121
93,124
94,126
95,157
96,155
97,151
98,134
99,150
100,125
101,125
102,135
103,131
104,124
105,127
106,128
107,125
108,106
109,106
110,99
111,123
112,114
113,105
114,108
115,111
116,96
117,106
118,93
119,116
120,126
121,124
122,132
123,120
124,107
125,122
126,110
127,125
128,118
129,127
130,98
131,109
132,129
133,117
134,127
135,100
136,144
137,87
138,98
139,133
140,122
141,104
142,106
143,100
144,120
145,133
146,113
147,104
148,107
149,96
150,74
151,119
152,89
153,106
154,92
155,88
156,86
157,114
158,107
159,92
160,101
161,107
162,110
163,100
164,107
165,95
166,89
167,92
168,92
169,105
170,108
171,90
172,108
173,118
174,89
175,102
176,102
177,99
178,97
179,91
180,101
181,102
182,107
183,108
184,100
185,84
186,90
187,105
188,124
189,108
190,83
191,117
192,83
193,104
194,104
195,98
196,90
197,110
198,108
199,91
200,96
201,96
202,96
203,109
204,95
205,105
206,95
207,102
208,96
209,100
210,122
211,99
212,96
213,97
214,102
215,101
216,92
217,111
218,109
219,96
220,106
221,117
222,106
223,122
224,108
225,106
226,95
227,113
228,100
229,94
230,123
231,115
232,121
233,104
234,103
235,115
236,105
237,130
238,122
239,103
240,112
241,117
242,118
243,103
244,100
245,125
246,96
247,113
248,94
249,116
250,109
251,129
252,102
253,119
254,106
255,117
256,114
257,114
258,98
259,95
260,108
261,128
262,103
263,117
264,121
265,115
266,111
267,122
268,123
269,111
270,125
271,125
272,119
273,110
274,100
275,127
276,108
277,104
278,113
279,103
280,105
281,113
282,118
283,102
284,118
285,118
286,93
287,137
288,131
289,112
290,117
291,126
292,96
293,102
294,131
295,125
296,111
297,113
298,117
299,107
300,119
301,124
302,102
303,130
304,99
305,107
306,121
307,130
308,110
309,96
310,131
311,110
312,135
313,121
314,139
315,117
316,118
317,122
318,116
319,133
320,142
321,117
322,127
323,130
324,116
325,115
326,108
327,144
328,104
329,105
330,120
331,115
332,124
333,139
334,127
335,136
336,117
337,123
338,130
339,128
340,115
341,132
342,115
343,145
344,125
345,115
346,135
347,97
348,137
349,132
350,132
351,129
352,118
353,128
354,119
355,130
356,134
357,137
358,102
359,133
360,124
361,136
362,128
363,128
364,114
365,123
366,130
367,135
368,138
369,162
370,143
371,147
372,135
373,152
374,147
375,134
376,128
377,125
378,125
379,127
380,150
381,121
382,139
383,135
384,124
385,133
386,127
387,142
388,136
389,126
390,129
391,154
392,140
393,141
394,140
395,158
396,153
397,147
398,139
399,139
400,164
401,134
402,131
403,145
404,131
405,131
406,159
407,162
408,144
409,145
410,158
411,151
412,129
413,146
414,146
415,149
416,148
417,154
418,169
419,134
420,150
421,138
422,157
423,144
424,154
425,157
426,159
427,152
428,163
429,143
430,165
431,142
432,162
433,152
434,139
435,163
436,145
437,163
438,153
439,154
440,138
441,139
442,143
443,156
444,160
445,144
446,161
447,160
448,147
449,155
450,162
451,159
452,144
453,177
454,154
455,144
456,163
457,147
458,156
459,166
460,168
461,164
462,157
463,159
464,167
465,181
466,172
467,183
468,168
469,168
470,155
471,179
472,169
473,148
474,185
475,191
476,176
477,146
478,147
479,147
480,164
481,189
482,168
483,154
484,162
485,161
486,179
487,165
488,167
489,142
490,189
491,142
492,173
493,174
494,157
495,185
496,151
497,174
498,152
499,165
500,170
501,161
502,164
503,178
504,167
505,166
506,160
507,162
508,164
509,160
510,183
511,175
512,169
513,178
514,179
515,155
516,173
517,198
518,150
519,158
520,196
521,181
522,183
523,171
524,178
525,156
526,175
527,175
528,137
529,187
530,180
531,165
532,168
533,177
